0,288,1024,82,2,0
1,290,1016,84,4,0
2,294,1008,88,6,0
3,300,1000,94,8,0
4,308,992,102,10,0
5,318,984,112,12,0
6,330,976,124,14,0
7,344,968,138,16,1
8,331,960,125,-11,0
9,320,952,114,-9,0
10,311,944,105,-7,0
11,304,936,98,-5,0
12,299,928,93,-3,0
13,296,920,90,-1,0
14,295,912,89,1,0
15,296,904,90,3,0
16,299,896,93,5,0
17,304,888,98,7,0
18,311,880,105,9,0
19,320,872,114,11,0
20,331,864,125,13,0
21,344,856,138,15,1
22,331,848,125,-11,0
23,320,840,114,-9,0
24,311,832,105,-7,0
25,304,824,98,-5,0
26,299,816,93,-3,0
27,296,808,90,-1,0
28,295,800,89,1,0
29,296,792,90,3,0
30,299,784,93,5,0
31,304,776,98,7,0
32,311,768,105,9,0
33,320,760,114,11,0
34,331,752,125,13,0
35,344,744,138,15,1
36,331,736,125,-11,0
37,320,728,114,-9,0
38,311,720,105,-7,0
39,304,712,98,-5,0
40,299,704,93,-3,0
41,296,696,90,-1,0
42,295,688,89,1,0
43,296,680,90,3,0
44,299,672,93,5,0
45,304,664,98,7,0
46,311,656,105,9,0
47,320,648,114,11,1
48,307,640,101,-11,0
49,296,632,90,-9,0
50,287,624,81,-7,0
51,280,616,74,-5,0
52,275,608,69,-3,0
53,272,600,66,-1,0
54,271,592,65,1,0
55,272,584,66,3,0
56,275,576,69,5,0
57,280,568,74,7,0
58,287,560,81,9,1
59,274,552,68,-11,0
60,263,544,57,-9,0
61,254,536,48,-7,0
62,247,528,41,-5,0
63,242,520,36,-3,0
64,239,512,33,-1,0
65,238,504,32,1,0
66,239,496,33,3,0
67,242,488,36,5,0
68,247,480,41,7,0
69,254,472,48,9,0
70,263,464,57,11,0
71,274,456,68,13,0
72,287,448,81,15,0
73,302,440,96,17,0
74,319,432,113,19,0
75,338,424,132,21,0
76,359,416,153,23,1
77,346,408,140,-11,0
78,335,400,129,-9,0
79,326,392,120,-7,0
80,319,384,113,-5,0
81,314,376,108,-3,0
82,311,368,105,-1,0
83,310,360,104,1,0
84,311,352,105,3,0
85,314,344,108,5,0
86,319,336,113,7,1
87,306,328,100,-11,0
88,295,320,89,-9,0
89,286,312,80,-7,0
90,279,304,73,-5,0
91,274,296,68,-3,0
92,271,288,65,-1,0
93,270,280,64,1,0
94,271,272,65,3,0
95,274,264,68,5,0
96,279,256,73,7,1
97,266,248,60,-11,0
98,255,240,49,-9,0
99,246,232,40,-7,0
0,288,1024,102,2,0
0,290,1016,104,4,0
0,294,1008,108,6,0
0,300,1000,114,8,0
0,308,992,122,10,0
0,318,984,132,12,0
0,330,976,144,14,0
0,344,968,158,16,0
0,360,960,174,18,0
0,378,952,192,20,0
0,398,944,212,22,0
0,420,936,234,24,0
0,444,928,258,26,0
0,470,920,284,28,0
0,498,912,312,30,0
0,288,1024,102,2,0
0,290,1016,104,4,0
0,294,1008,108,6,0
0,300,1000,114,8,0
0,308,992,122,10,0
0,318,984,132,12,0
0,330,976,144,14,0
0,344,968,158,16,0
0,360,960,174,18,0
0,378,952,192,20,0
0,398,944,212,22,0
0,420,936,234,24,0
0,444,928,258,26,0
0,470,920,284,28,0
0,498,912,312,30,0
0,288,1024,-22,2,0
0,290,1016,-20,4,0
0,294,1008,-16,6,0
0,300,1000,-10,8,0
0,308,992,-2,10,0
0,318,984,8,12,0
0,330,976,20,14,0
0,344,968,34,16,0
0,360,960,50,18,0
0,378,952,68,20,0
0,398,944,88,22,0
0,420,936,110,24,0
0,444,928,134,26,0
0,470,920,160,28,1
0,459,912,149,-9,0
0,450,904,140,-7,0
0,443,896,133,-5,0
0,438,888,128,-3,1
0,427,880,117,-9,0
0,418,872,108,-7,0
0,411,864,101,-5,0
0,406,856,96,-3,1
0,395,848,85,-9,0
0,386,840,76,-7,0
0,379,832,69,-5,0
0,374,824,64,-3,0
0,371,816,61,-1,0
0,370,808,60,1,0
0,371,800,61,3,1
0,360,792,50,-9,0
0,351,784,41,-7,0
0,344,776,34,-5,0
0,339,768,29,-3,0
0,336,760,26,-1,0
0,335,752,25,1,0
0,336,744,26,3,0
0,339,736,29,5,1
0,328,728,18,-9,0
0,319,720,9,-7,0
0,312,712,2,-5,0
0,307,704,-3,-3,0
0,304,696,-6,-1,0
0,303,688,-7,1,0
0,304,680,-6,3,0
0,307,672,-3,5,0
0,312,664,2,7,0
0,319,656,9,9,1
0,308,648,-2,-9,0
0,299,640,-11,-7,0
0,292,632,-18,-5,0
0,287,624,-23,-3,0
0,284,616,-26,-1,0
0,283,608,-27,1,0
0,284,600,-26,3,0
0,287,592,-23,5,0
0,292,584,-18,7,0
0,299,576,-11,9,0
0,308,568,-2,11,0
0,319,560,9,13,0
0,332,552,22,15,1
0,321,544,11,-9,0
0,312,536,2,-7,0
0,305,528,-5,-5,0
0,300,520,-10,-3,0
0,297,512,-13,-1,0
0,296,504,-14,1,0
0,297,496,-13,3,0
0,300,488,-10,5,0
0,305,480,-5,7,0
0,312,472,2,9,0
0,321,464,11,11,0
0,332,456,22,13,0
0,345,448,35,15,0
0,360,440,50,17,1
0,349,432,39,-9,0
0,340,424,30,-7,0
0,333,416,23,-5,0
0,328,408,18,-3,0
0,325,400,15,-1,0
0,324,392,14,1,0
0,325,384,15,3,0
0,328,376,18,5,0
0,333,368,23,7,0
0,340,360,30,9,0
0,349,352,39,11,0
0,360,344,50,13,0
0,373,336,63,15,0
0,388,328,78,17,0
0,405,320,95,19,0
0,424,312,114,21,1
0,413,304,103,-9,0
0,404,296,94,-7,0
0,397,288,87,-5,0
0,392,280,82,-3,0
0,389,272,79,-1,0
0,388,264,78,1,0
0,389,256,79,3,1
0,378,248,68,-9,0
0,369,240,59,-7,0
0,362,232,52,-5,0
0,357,224,47,-3,0
0,354,216,44,-1,1
0,343,208,33,-9,0
0,334,200,24,-7,0
0,327,192,17,-5,0
0,322,184,12,-3,0
0,319,176,9,-1,0
0,318,168,8,1,0
0,319,160,9,3,0
0,322,152,12,5,0
0,327,144,17,7,0
0,334,136,24,9,1
0,323,128,13,-9,0
0,314,120,4,-7,0
0,307,112,-3,-5,0
0,302,104,-8,-3,1
0,291,96,-19,-9,0
0,282,736,-57,-7,0
0,275,728,-64,-5,0
0,270,720,-69,-3,0
0,267,712,-72,-1,0
0,266,704,-73,1,0
0,267,696,-72,3,0
0,270,688,-69,5,0
0,275,680,-64,7,0
0,282,672,-57,9,0
0,291,664,-48,11,1
0,280,656,-59,-9,0
0,271,648,-68,-7,0
0,264,640,-75,-5,0
0,259,632,-80,-3,0
0,256,624,-83,-1,0
0,255,616,-84,1,0
0,256,608,-83,3,0
0,259,600,-80,5,0
0,264,592,-75,7,0
0,271,584,-68,9,0
0,280,576,-59,11,0
0,291,568,-48,13,0
0,304,560,-35,15,0
0,319,552,-20,17,0
0,336,544,-3,19,0
0,355,536,16,21,0
0,376,528,37,23,0
0,399,520,60,25,0
0,424,512,85,27,1
0,413,504,74,-9,0
0,404,496,65,-7,0
0,397,488,58,-5,0
0,392,480,53,-3,1
0,381,472,42,-9,0
0,372,464,33,-7,0
0,365,456,26,-5,0
0,360,448,21,-3,0
0,357,440,18,-1,0
0,356,432,17,1,0
0,357,424,18,3,0
0,360,416,21,5,0
0,365,408,26,7,0
0,372,400,33,9,0
0,381,392,42,11,0
0,392,384,53,13,0
0,405,376,66,15,0
0,420,368,81,17,1
0,409,360,70,-9,0
0,400,352,61,-7,0
0,393,344,54,-5,0
0,388,336,49,-3,0
0,385,328,46,-1,0
0,384,320,45,1,0
0,385,312,46,3,0
0,388,304,49,5,0
0,393,296,54,7,0
0,400,288,61,9,1
0,389,280,50,-9,0
0,380,272,41,-7,0
0,373,264,34,-5,0
0,368,256,29,-3,0
0,365,248,26,-1,0
0,364,240,25,1,0
0,365,232,26,3,0
0,368,224,29,5,1
0,357,216,18,-9,0
0,348,208,9,-7,0
0,341,200,2,-5,0
